Degree0,XCoordinate0,YCoordinate0,ZCoordinate0,Degree1,XCoordinate1,YCoordinate1,ZCoordinate1
186.42,-43.74154045,-4.84881143,0,186.42,-55.53173106,-6.155770682,0
186.53,-43.7321556,-4.932737608,0,186.53,-55.51981658,-6.262318505,0
186.64,-43.72260971,-5.016645622,0,186.64,-55.50769768,-6.368843269,0
186.75,-43.71290284,-5.100535165,0,186.75,-55.49537439,-6.475344583,0
186.87,-43.70212995,-5.192029599,0,186.87,-55.48169776,-6.591500627,0
186.98,-43.69208657,-5.27587952,0,186.98,-55.46894726,-6.69795164,0
187.09,-43.68188231,-5.359710015,0,187.09,-55.45599252,-6.80437799,0
187.2,-43.6715172,-5.443520775,0,187.2,-55.44283359,-6.910779285,0
187.32,-43.66002642,-5.534927824,0,187.32,-55.79399572,-7.073191764,0
187.43,-43.09935172,-5.547901789,0,187.43,-55.78032034,-7.180241154,0
187.54,-43.08862658,-5.630594391,0,187.54,-55.76643957,-7.287264106,0
187.65,-43.07774277,-5.713266261,0,187.65,-55.75235345,-7.394260225,0
187.77,-43.06568862,-5.803429752,0,187.77,-55.92000852,-7.535647323,0
187.88,-43.0544732,-5.886057288,0,187.88,-55.90544551,-7.642937666,0
187.99,-43.04309926,-5.968663151,0,187.99,-55.89067664,-7.750199867,0
188.1,-43.03156682,-6.051247036,0,188.1,-55.87570198,-7.857433531,0
188.22,-43.01880527,-6.141313125,0,188.22,-55.85913134,-7.974382699,0
188.33,-43.00694157,-6.223850076,0,188.33,-55.84372655,-8.081555419,0
188.44,-42.99491953,-6.306364109,0,188.44,-55.82811614,-8.188698381,0
188.55,-42.98273917,-6.388854921,0,188.55,-55.99460562,-8.322908651,0
188.67,-42.969271,-6.478818058,0,188.67,-55.97706032,-8.440105704,0
188.78,-42.95675976,-6.561259336,0,188.78,-55.96076165,-8.547503859,0
188.89,-42.94409036,-6.643676455,0,188.89,-55.94425692,-8.65487054,0
189,-42.93126282,-6.72606911,0,189,-55.9275462,-8.762205353,0
189.12,-42.91708887,-6.815923751,0,189.12,-56.09341595,-8.908536348,0
189.23,-42.90393086,-6.898264277,0,189.23,-56.0762182,-9.016156913,0
189.34,-42.71042134,-6.95125235,0,189.34,-56.24243135,-9.153628572,0
189.45,-42.69700403,-7.033196055,0,189.45,-56.22476302,-9.26153463,0
189.57,-42.68218767,-7.122559642,0,189.57,-56.20525236,-9.379211423,0
189.68,-42.49147636,-7.174568745,0,189.68,-56.18715123,-9.487045723,0
189.79,-42.47381838,-7.255440641,0,189.79,-56.35162361,-9.626067909,0
189.9,-42.45981781,-7.336929771,0,189.9,-56.33304852,-9.734182625,0
190.02,-42.44436615,-7.425796183,0,190.02,-56.31254822,-9.852085059,0
190.13,-42.43003874,-7.507228484,0,190.13,-56.2935395,-9.960124378,0
190.24,-42.41555509,-7.588633143,0,190.24,-56.2743235,-10.06812702,0
190.35,-42.40091527,-7.670009859,0,190.35,-56.25490029,-10.17609259,0
190.47,-42.38476649,-7.758752238,0,190.47,-56.23347509,-10.29383047,0
190.58,-42.01076007,-7.773633086,0,190.58,-56.21361886,-10.40171724,0
190.69,-41.81708024,-7.820814109,0,190.69,-56.37809043,-10.54407822,0
190.8,-41.80199599,-7.901041992,0,190.8,-56.54162014,-10.68699483,0
190.92,-41.60604843,-7.954248388,0,190.92,-56.51912483,-10.80533179,0
191.03,-41.59070852,-8.034071079,0,191.03,-56.49828656,-10.91376575,0
191.14,-41.75439905,-8.14883385,0,191.14,-56.47724025,-11.02215952,0
191.25,-41.55956933,-8.193627419,0,191.25,-56.63897884,-11.16659045,0
191.37,-41.54232629,-8.280607435,0,191.37,-56.61547937,-11.28513016,0
191.48,-41.52636026,-8.360307249,0,191.48,-56.59372024,-11.39374813,0
191.59,-41.68914486,-8.476351442,0,191.59,-56.57175272,-11.50232415,0
191.7,-41.8508722,-8.592894115,0,191.7,-56.5495769,-11.61085781,0
191.82,-41.83279273,-8.680483049,0,191.82,-56.52514762,-11.7292094,0
191.93,-41.63813771,-8.723463852,0,191.93,-56.50253652,-11.83765322,0
192.04,-41.6213217,-8.803346702,0,192.04,-56.47971737,-11.94605345,0
192.15,-41.60435244,-8.883197137,0,192.15,-56.64132099,-12.09383132,0
192.27,-41.5856658,-8.970269388,0,192.27,-56.61588049,-12.2123739,0
192.38,-41.38999101,-9.011213977,0,192.38,-56.59234208,-12.32099093,0
192.49,-41.19354104,-9.051271192,0,192.49,-56.56859529,-12.4295626,0
192.6,-41.17609682,-9.130300308,0,192.6,-56.72835696,-12.57882546,0
192.72,-41.15689386,-9.216475536,0,192.72,-56.8849393,-12.73853788,0
192.83,-41.1391327,-9.295434026,0,192.83,-56.86039075,-12.84767024,0
192.94,-41.12122007,-9.374358289,0,192.94,-56.83563283,-12.95675529,0
193.05,-41.10315602,-9.453248034,0,193.05,-56.81066563,-13.06579263,0
193.17,-41.08327718,-9.539269865,0,193.17,-56.78319012,-13.18468758,0
193.28,-41.24341976,-9.659899576,0,193.28,-56.75778564,-13.29362387,0
193.39,-41.22480757,-9.739023283,0,193.39,-56.73217218,-13.40251121,0
193.5,-41.02768235,-9.77561323,0,193.5,-56.89100049,-13.55534569,0
193.62,-41.00712886,-9.861476364,0,193.62,-56.8625,-13.67440773,0
193.73,-40.9881303,-9.940146284,0,193.73,-57.02003152,-13.82808755,0
193.84,-40.79009711,-9.9750344,0,193.84,-56.993392,-13.93747713,0
193.95,-40.77088104,-10.05328765,0,193.95,-57.14965548,-14.09196738,0
194.07,-40.74974684,-10.13861261,0,194.07,-57.1200311,-14.2115697,0
194.18,-40.73021696,-10.21678813,0,194.18,-57.09265554,-14.32115046,0
194.29,-40.7105371,-10.29492603,0,194.29,-57.06506975,-14.43067849,0
194.4,-40.69070735,-10.37302603,0,194.4,-57.03727383,-14.54015338,0
194.52,-40.66890401,-10.45818245,0,194.52,-57.0067115,-14.65951946,0
194.63,-40.64876106,-10.53620226,0,194.63,-56.97847657,-14.76888195,0
194.74,-40.62846843,-10.61418327,0,194.74,-56.95003185,-14.87819006,0
194.85,-40.6080262,-10.6921252,0,194.85,-56.92137742,-14.98744338,0
194.97,-40.76354175,-10.82437051,0,194.97,-57.07430525,-15.15553851,0
195.08,-40.74269595,-10.90257124,0,195.08,-57.41200676,-15.36320755,0
195.19,-40.72170013,-10.98073183,0,195.19,-57.38242079,-15.47334646,0
195.3,-40.52284271,-11.01056549,0,195.3,-57.35262353,-15.58342839,0
195.42,-40.49970515,-11.09536912,0,195.42,-57.31987659,-15.70345232,0
195.53,-40.12866989,-11.07654518,0,195.53,-57.2896379,-15.81341381,0
195.64,-40.10734136,-11.1535272,0,195.64,-57.25918826,-15.92331708,0
195.75,-40.26089243,-11.27950385,0,195.75,-58.5947981,-16.41593643,0
195.87,-40.41135956,-11.41294668,0,195.87,-58.56030572,-16.53855881,0
195.98,-40.389385,-11.49047053,0,195.98,-58.52846227,-16.65089902,0
196.09,-40.19328469,-11.51809588,0,196.09,-58.67648367,-16.81478312,0
196.2,-40.17110876,-11.59520107,0,196.2,-58.64410996,-16.92734574,0
196.32,-40.14674814,-11.67926713,0,196.32,-58.60854692,-17.05007024,0
196.43,-39.94982971,-11.70517432,0,196.43,-58.57572184,-17.16250207,0
196.54,-40.10163016,-11.83325504,0,196.54,-58.72180107,-17.32772572,0
196.65,-40.07884965,-11.91018378,0,196.65,-58.86691683,-17.49341122,0
196.77,-39.70481201,-11.88954317,0,196.77,-58.83016834,-17.61660088,0
196.88,-39.68192421,-11.96571035,0,196.88,-58.79625575,-17.72945693,0
196.99,-39.6588903,-12.04183348,0,196.99,-58.76212667,-17.8422477,0
197.1,-39.63571036,-12.11791227,0,197.1,-58.72778121,-17.95497278,0
197.22,-39.6102567,-12.20085641,0,197.22,-58.86746663,-18.13251333,0
197.33,-39.58677171,-12.27684158,0,197.33,-58.83256399,-18.24544,0
197.44,-39.56314094,-12.35278155,0,197.44,-59.15536455,-18.47005264,0
197.55,-39.5393645,-12.42867603,0,197.55,-59.29785688,-18.63949666,0
197.67,-39.33844349,-12.45606401,0,197.67,-59.25870831,-18.76358591,0
197.78,-39.48917978,-12.58721629,0,197.78,-59.22259399,-18.87726217,0
197.89,-39.46495362,-12.66296842,0,197.89,-59.18626162,-18.99086893,0
198,-39.44058215,-12.73867392,0,198,-59.1497113,-19.10440575,0
198.12,-39.23945233,-12.76448384,0,198.12,-59.10958985,-19.22818387,0
198.23,-39.38915444,-12.89681534,0,198.23,-59.0725843,-19.34157313,0
198.34,-39.36433438,-12.97237496,0,198.34,-59.21462461,-19.51396678,0
198.45,-39.33936938,-13.04788681,0,198.45,-59.17707048,-19.62755707,0
198.57,-39.13804315,-13.07211709,0,198.57,-59.13585383,-19.75139131,0
198.68,-39.28670186,-13.20561966,0,198.68,-59.2762141,-19.92478629,0
198.79,-39.26128943,-13.28098212,0,198.79,-59.23787154,-20.038494,0
198.9,-39.23573243,-13.35629567,0,198.9,-59.37691486,-20.21258638,0
199.02,-39.2076873,-13.43839981,0,199.02,-59.33447311,-20.33683768,0
199.13,-39.18182834,-13.51361022,0,199.13,-59.29533977,-20.45065643,0
199.24,-39.1558251,-13.58877087,0,199.24,-59.25598809,-20.56439988,0
199.35,-39.12967769,-13.66388149,0,199.35,-59.21641822,-20.6780676,0
199.47,-38.92799587,-13.68494808,0,199.47,-59.17300242,-20.80198191,0
199.58,-39.07454035,-13.82076805,0,199.58,-59.83772164,-21.16476007,0
199.69,-39.04794791,-13.89572226,0,199.69,-60.14972818,-21.40506637,0
199.8,-38.8485716,-13.90881559,0,199.8,-60.10854352,-21.52044754,0
199.92,-38.81937072,-13.99010806,0,199.92,-60.06336239,-21.64622751,0
200.03,-38.7924538,-14.06457232,0,200.03,-60.02171513,-21.76144251,0
200.14,-38.76539405,-14.13898479,0,200.14,-59.97984686,-21.87657737,0
200.25,-38.73819156,-14.2133452,0,200.25,-59.93775774,-21.99163169,0
200.37,-38.70835343,-14.29440594,0,200.37,-60.06887008,-22.18251972,0
200.48,-38.68085281,-14.36865661,0,200.48,-60.20282593,-22.36335732,0
200.59,-38.65320975,-14.44285437,0,200.59,-59.98329634,-22.41288677,0
200.7,-38.45300973,-14.45219854,0,200.7,-60.46777196,-22.72623786,0
200.82,-38.42267223,-14.53266178,0,200.82,-58.72215025,-22.21056213,0
200.93,-38.39471495,-14.60636382,0,200.93,-60.37610279,-22.96866443,0
201.04,-38.36661629,-14.68001208,0,201.04,-60.33191734,-23.0844771,0
201.15,-38.33837636,-14.75360628,0,201.15,-60.28750975,-23.20020478,0
201.27,-38.30740816,-14.8338289,0,201.27,-60.23881193,-23.32635571,0
201.38,-38.27887319,-14.9073092,0,201.38,-60.19394037,-23.44190428,0
201.49,-38.25019726,-14.98073461,0,201.49,-60.14884717,-23.55736653,0
201.6,-38.22138049,-15.05410487,0,201.6,-60.63055165,-23.88031701,0
201.72,-38.18978351,-15.13408192,0,201.72,-60.58042938,-24.00718455,0
201.83,-38.1606726,-15.20733596,0,201.83,-60.53425075,-24.12338739,0
201.94,-38.13142117,-15.28053401,0,201.94,-60.48784923,-24.23950141,0
202.05,-38.10202934,-15.35367579,0,202.05,-60.61533758,-24.42568696,0
202.17,-38.06980552,-15.43340234,0,202.17,-60.5640737,-24.55252145,0
202.28,-38.04012046,-15.50642561,0,202.28,-60.51684867,-24.66869191,0
202.39,-38.01029534,-15.57939178,0,202.39,-60.4694008,-24.78477153,0
202.5,-37.98033026,-15.65230058,0,202.5,-60.77204501,-25.04513018,0
202.62,-37.94748158,-15.73177172,0,202.62,-60.89373552,-25.24453025,0
202.73,-37.91722422,-15.80455972,0,202.73,-60.84518199,-25.36133201,0
202.84,-37.88682723,-15.87728951,0,202.84,-60.79640443,-25.47804039,0
202.95,-37.85629074,-15.94996085,0,202.95,-60.747403,-25.59465496,0
203.07,-37.82281924,-16.02917168,0,203.07,-60.69369179,-25.72176335,0
203.18,-37.79199142,-16.10171991,0,203.18,-60.81958451,-25.91289525,0
203.29,-37.76102445,-16.17420886,0,203.29,-60.7697486,-26.02955349,0
203.4,-37.72991844,-16.24663825,0,203.4,-60.71968893,-26.1461159,0
203.52,-37.69582617,-16.32558389,0,203.52,-60.83923592,-26.34870091,0
203.63,-37.66442981,-16.39788789,0,203.63,-60.9623328,-26.54104957,0
203.74,-37.63289476,-16.47013151,0,203.74,-60.91129127,-26.65798058,0
203.85,-37.60122114,-16.54231449,0,203.85,-60.86002546,-26.77481343,0
203.97,-37.5665102,-16.62099007,0,203.97,-60.97895403,-26.97963117,0
204.08,-37.53454723,-16.69304539,0,204.08,-61.10153139,-27.17418251,0
204.19,-37.50244605,-16.76503924,0,204.19,-61.2230897,-27.36908147,0
204.3,-37.47020677,-16.83697135,0,204.3,-61.17045879,-27.48651131,0
204.42,-37.43487931,-16.91537204,0,204.42,-61.11278638,-27.61450116,0
204.53,-37.40235169,-16.98717423,0,204.53,-61.23480146,-27.81125235,0
204.64,-37.36968635,-17.05891387,0,204.64,-61.18132205,-27.92870385,0
204.75,-37.33688341,-17.13059069,0,204.75,-61.12761736,-28.04605252,0
204.87,-37.30094159,-17.20871164,0,204.87,-61.41656778,-28.33440551,0
204.98,-37.26785133,-17.28025628,0,204.98,-61.36208416,-28.45220484,0
205.09,-37.23462385,-17.35173729,0,205.09,-61.30737461,-28.56989941,0
205.2,-37.20125926,-17.4231544,0,205.2,-61.25243931,-28.68748878,0
205.32,-37.16470531,-17.50099081,0,205.32,-61.36700376,-28.89793851,0
205.43,-37.13105445,-17.57227348,0,205.43,-61.31143888,-29.01564169,0
205.54,-37.09726687,-17.64349146,0,205.54,-61.42958691,-29.21596342,0
205.65,-37.06334269,-17.71464446,0,205.65,-61.5467006,-29.41661059,0
205.77,-37.02617886,-17.79219152,0,205.77,-61.48498703,-29.5453838,0
205.88,-36.99196947,-17.86320785,0,205.88,-62.26404985,-30.06694912,0
205.99,-36.95762388,-17.93415839,0,205.99,-62.20624012,-30.18637148,0
206.1,-36.9231422,-18.00504291,0,206.1,-62.14820134,-30.3056827,0
206.22,-36.88537077,-18.08229585,0,206.22,-62.25645405,-30.51994861,0
206.33,-36.85060497,-18.15304144,0,206.33,-62.19777507,-30.63935556,0
206.44,-36.81570348,-18.22372019,0,206.44,-62.48046316,-30.92773927,0
206.55,-36.78066642,-18.29433184,0,206.55,-62.42100127,-31.04757532,0
206.67,-36.74228973,-18.3712859,0,206.67,-62.35587163,-31.17817516,0
206.78,-36.70696965,-18.4417564,0,206.78,-62.29592941,-31.29777168,0
206.89,-36.67151441,-18.512159,0,206.89,-62.23575781,-31.41725295,0
207,-36.63592414,-18.58249344,0,207,-62.17535705,-31.53661854,0
207.12,-36.59694455,-18.65914387,0,207.12,-62.28041707,-31.75399686,0
207.23,-36.56107237,-18.72933494,0,207.23,-62.38994615,-31.96082946,0
207.34,-36.52506556,-18.79945705,0,207.34,-62.49844552,-32.16795985,0
207.45,-36.48892427,-18.86950994,0,207.45,-62.43660375,-32.28782812,0
207.57,-36.44934418,-18.94585203,0,207.57,-62.36887782,-32.41845791,0
207.68,-36.41292211,-19.01575934,0,207.68,-62.30655561,-32.5380771,0
207.79,-36.37636596,-19.08559664,0,207.79,-62.91853472,-33.01148268,0
207.9,-36.33967588,-19.15536367,0,207.9,-63.02396251,-33.22118023,0
208.02,-36.29949772,-19.2313927,0,208.02,-62.95428147,-33.3530375,0
208.13,-36.26252801,-19.30101195,0,208.13,-63.05824484,-33.56324018,0
208.24,-36.22542477,-19.37056013,0,208.24,-62.99372465,-33.68418008,0
208.35,-36.18818815,-19.44003699,0,208.35,-63.09831192,-33.89596387,0
208.47,-36.14741441,-19.51574829,0,208.47,-63.19591403,-34.11905308,0
208.58,-36.10989933,-19.58507519,0,208.58,-63.29839918,-34.3314141,0
208.69,-36.07225129,-19.65432997,0,208.69,-63.23240452,-34.45281341,0
208.8,-36.03447043,-19.72351239,0,208.8,-63.16617702,-34.57408587,0
208.92,-35.99310362,-19.79890127,0,208.92,-63.26074845,-34.79814706,0
209.03,-35.95504549,-19.86793155,0,209.03,-63.53037868,-35.10542672,0
209.14,-35.91685496,-19.93688866,0,209.14,-63.79729003,-35.41288539,0
209.25,-35.87853219,-20.00577237,0,209.25,-63.72921922,-35.53524003,0
209.37,-35.83657486,-20.08083421,0,209.37,-63.65469254,-35.66856857,0
209.48,-35.79797601,-20.1495636,0,209.48,-63.58613137,-35.79064911,0
209.59,-35.75924536,-20.2182188,0,209.59,-63.51733607,-35.91259786,0
209.7,-35.72038303,-20.28679956,0,209.7,-63.78308696,-36.22454717,0
209.82,-35.67783776,-20.36152972,0,209.82,-63.70711721,-36.35798697,0
209.93,-35.63870059,-20.429954,0,209.93,-63.96950353,-36.67064155,0
210.04,-35.59943219,-20.49830305,0,210.04,-63.89901892,-36.79332433,0
210.15,-35.5600327,-20.56657662,0,210.15,-63.82829902,-36.91587163,0
210.27,-35.51690212,-20.64097051,0,210.27,-63.750882,-37.04940455,0
210.38,-35.47722903,-20.70908546,0,210.38,-63.84635794,-37.26896713,0
210.49,-35.4374253,-20.77712415,0,210.49,-63.77472543,-37.39141251,0
210.6,-35.39749109,-20.84508634,0,210.6,-64.03418688,-37.70883508,0
210.72,-35.35377785,-20.91913936,0,210.72,-63.95510948,-37.84279726,0
210.83,-35.31357129,-20.98694077,0,210.83,-64.04700758,-38.06329142,0
210.94,-35.27323469,-21.05466491,0,210.94,-64.13978865,-38.28516918,0
211.05,-35.23276821,-21.12231153,0,211.05,-64.23152571,-38.50728639,0
211.17,-35.18847501,-21.19601912,0,211.17,-64.31546482,-38.74086109,0
211.28,-35.14773744,-21.26350283,0,211.28,-64.24100705,-38.86420392,0
211.39,-35.10687046,-21.33090824,0,211.39,-64.33019953,-39.08698114,0
211.5,-35.06587421,-21.39823511,0,211.5,-64.74930761,-39.51194542,0
211.62,-35.02100377,-21.47159274,0,211.62,-64.66645413,-39.64740063,0
211.73,-34.97973772,-21.53875458,0,211.73,-64.75376069,-39.87209312,0
211.84,-34.93834287,-21.60583712,0,211.84,-64.6771314,-39.99627491,0
211.95,-34.89681937,-21.6728401,0,211.95,-64.76482721,-40.22251223,0
212.07,-34.85137446,-21.74584323,0,212.07,-64.68048624,-40.35799838,0
212.18,-34.80958247,-21.81267907,0,212.18,-65.09289655,-40.78906903,0
212.29,-34.7676623,-21.87943459,0,212.29,-65.01450706,-40.91389989,0
212.4,-34.72561411,-21.94610955,0,212.4,-65.09982209,-41.14219039,0
212.52,-34.98989755,-22.21576924,0,212.52,-65.50227974,-41.58867653,0
212.63,-34.94720356,-22.28287002,0,212.63,-65.42235514,-41.71429149,0
212.74,-35.05812683,-22.44833498,0,212.74,-65.34218966,-41.83975284,0
212.85,-34.86142971,-22.4168252,0,212.85,-65.26178357,-41.96506013,0
212.97,-34.81442748,-22.48975262,0,212.97,-65.33688057,-42.2069351,0
213.08,-34.77120807,-22.55651619,0,213.08,-65.5803249,-42.54277439,0
213.19,-34.72786063,-22.62319671,0,213.19,-65.66004444,-42.77372905,0
213.3,-34.68438532,-22.68979392,0,213.3,-65.57784558,-42.89964455,0
213.42,-34.63681206,-22.76235013,0,213.42,-65.81235713,-43.25005181,0
213.53,-34.5930699,-22.82877238,0,213.53,-66.0517029,-43.58905686,0
213.64,-34.54920036,-22.89511057,0,213.64,-65.96793878,-43.71572241,0
213.75,-34.50520361,-22.96136445,0,213.75,-65.88393177,-43.84222699,0
213.87,-34.45706225,-23.03354498,0,213.87,-65.95376666,-44.08817676,0
213.98,-34.56438065,-23.20137044,0,213.98,-65.86904497,-44.21465347,0
214.09,-34.51979619,-23.26765289,0,214.09,-65.94502542,-44.44945019,0
214.2,-34.47508463,-23.33384966,0,214.2,-66.34120547,-44.90186845,0
214.32,-34.4261636,-23.40596633,0,214.32,-66.2470656,-45.04064423,0
214.43,-34.3811868,-23.47198318,0,214.43,-66.1605157,-45.16768199,0
214.54,-34.48600536,-23.64068741,0,214.54,-66.5533258,-45.62332909,0
214.65,-34.44057804,-23.70681866,0,214.65,-66.46565723,-45.75095346,0
214.77,-34.39087634,-23.77886227,0,214.77,-66.36973968,-45.88998789,0
214.88,-34.34518406,-23.84481073,0,214.88,-66.44170437,-46.128443,0
214.99,-34.29936531,-23.91067138,0,214.99,-66.51261317,-46.36707477,0
215.1,-34.25342027,-23.97644399,0,215.1,-66.58246893,-46.60588122,0
215.22,-34.20315457,-24.04809523,0,215.22,-66.64310163,-46.85648662,0
215.33,-34.15694601,-24.11368297,0,215.33,-66.71248537,-47.0968254,0
215.44,-34.11061167,-24.17918192,0,215.44,-66.62198903,-47.22475246,0
215.55,-34.06415174,-24.24459183,0,215.55,-66.84808438,-47.57800908,0
215.67,-34.01332513,-24.31584629,0,215.67,-66.90596251,-47.83052213,0
215.78,-33.96660313,-24.38106927,0,215.78,-67.13103704,-48.18634522,0
215.89,-33.91975606,-24.44620248,0,215.89,-67.35350355,-48.54213523,0
216,-33.87278409,-24.51124568,0,216,-67.26023264,-48.67128967,0
216.12,-33.8213997,-24.58209895,0,216.12,-67.47411084,-49.04159153,0
216.23,-33.77416715,-24.64695316,0,216.23,-67.5370635,-49.28568136,0
216.34,-33.72681023,-24.71171662,0,216.34,-67.5989628,-49.52992592,0
216.45,-33.82830737,-24.88598576,0,216.45,-67.50379598,-49.65954955,0
216.57,-33.77613862,-24.95674511,0,216.57,-67.39969416,-49.80074859,0
216.68,-33.72818725,-25.02151178,0,216.68,-67.9304159,-50.39469478,0
216.79,-33.82778691,-25.19618026,0,216.79,-67.83358908,-50.52495284,0
216.9,-33.6319121,-25.15076848,0,216.9,-67.73651248,-50.65502486,0
217.02,-33.43130837,-25.11004355,0,217.02,-67.94313659,-51.0316587,0
217.13,-33.53073119,-25.28550439,0,217.13,-68.00072887,-51.27930908,0
217.24,-33.48214942,-25.34979955,0,217.24,-67.90220444,-51.40970043,0
217.35,-33.43344436,-25.41400136,0,217.35,-67.80342999,-51.53990249,0
217.47,-33.2331665,-25.37170296,0,217.47,-67.85153188,-51.80092941,0
217.58,-33.18441987,-25.43542696,0,217.58,-67.75200679,-51.93103352,0
217.69,-33.13555104,-25.49905731,0,217.69,-67.96252626,-52.29972936,0
217.8,-33.08656021,-25.56259377,0,217.8,-67.86204383,-52.43004553,0
217.92,-33.03297673,-25.63179891,0,217.92,-67.75214166,-52.57198843,0
218.03,-33.12963267,-25.808799,0,218.03,-67.96165809,-52.94380382,0
218.14,-33.22509165,-25.9857644,0,218.14,-68.01443779,-53.19495201,0
218.25,-33.31936344,-26.16269648,0,218.25,-67.91223743,-53.32536614,0
218.37,-33.26452323,-26.23238764,0,218.37,-68.11045764,-53.71187541,0
218.48,-33.21412498,-26.29617023,0,218.48,-68.16150161,-53.96458436,0
218.59,-33.16360443,-26.35985599,0,218.59,-68.21297563,-54.21860033,0
218.7,-33.11296177,-26.42344469,0,218.7,-68.26337365,-54.47273157,0
218.82,-33.20308015,-26.60931169,0,218.82,-68.14919458,-54.61551011,0
218.93,-33.15195874,-26.67297568,0,218.93,-68.35432042,-54.99563813,0
219.04,-33.10071526,-26.73654146,0,219.04,-68.24866412,-55.12670114,0
219.15,-33.19354827,-26.91694052,0,219.15,-68.14275652,-55.25756117,0
219.27,-33.13712945,-26.98636665,0,219.27,-68.02693481,-55.4000855,0
219.38,-33.08528464,-27.0499034,0,219.38,-68.07548986,-55.65723386,0
219.49,-33.17619959,-27.23061599,0,219.49,-67.96856454,-55.78776061,0
219.6,-33.26891444,-27.41373132,0,219.6,-68.32569667,-56.30067354,0
219.72,-33.21145552,-27.48331414,0,219.72,-68.20769098,-56.44357854,0
219.83,-33.85467253,-28.12521671,0,219.83,-68.09925652,-56.57435752,0
219.94,-33.94428591,-28.30992972,0,219.94,-68.14580854,-56.83439785,0
220.05,-34.03271019,-28.49458376,0,220.05,-68.03662425,-56.96505737,0
220.17,-33.97298701,-28.56576308,0,220.17,-68.07159329,-57.23715157,0
220.28,-34.20383745,-28.87208866,0,220.28,-68.1168319,-57.4986714,0
220.39,-34.29152879,-29.05898116,0,220.39,-68.00637299,-57.62927409,0
220.5,-34.38084657,-29.24820318,0,220.5,-68.20541217,-58.02317138,0
220.62,-34.60470746,-29.56373152,0,220.62,-68.08380098,-58.16582081,0
220.73,-34.83855201,-29.87934561,0,220.73,-68.12658661,-58.42888723,0
220.84,-34.78115276,-29.94614187,0,220.84,-68.16966772,-58.69323984,0
220.95,-35.0081828,-30.25878061,0,220.95,-68.21163206,-58.95766774,0
221.07,-34.94476443,-30.33199805,0,221.07,-68.08806465,-59.10032814,0
221.18,-35.4708734,-30.90820506,0,221.18,-68.12975182,-59.36612601,0
221.29,-36.46243506,-31.89551947,0,221.29,-68.17031681,-59.63199286,0
221.4,-36.68699086,-32.21642492,0,221.4,-68.05576421,-59.76269426,0
221.52,-36.90002526,-32.5405614,0,221.52,-67.93051195,-59.90502661,0
221.63,-36.83751564,-32.61130849,0,221.63,-68.12474234,-60.30908844,0
221.74,-37.06241489,-32.93747717,0,221.74,-68.00889055,-60.43970114,0
221.85,-36.99914334,-33.00853514,0,221.85,-68.20236987,-60.84628236,0
221.97,-36.92996446,-33.0859143,0,221.97,-68.23018062,-61.12808236,0
222.08,-37.00983608,-33.28571316,0,222.08,-68.11275708,-61.25889587,0
222.19,-37.09099924,-33.48767597,0,222.19,-68.30496741,-61.66926377,0
222.3,-37.02667187,-33.55878778,0,222.3,-68.34132324,-61.94053765,0
222.42,-37.10035373,-33.76729808,0,222.42,-68.36701937,-62.2250003,0
222.53,-37.03548977,-33.83842733,0,222.53,-68.24749071,-62.35607438,0
222.64,-38.24612188,-35.07944547,0,222.64,-68.12771076,-62.48691885,0
222.75,-38.31905158,-35.28196356,0,222.75,-68.00767995,-62.61753323,0
222.87,-38.38230183,-35.48895001,0,222.87,-68.03181414,-62.90340954,0
222.98,-38.45291994,-35.69135677,0,222.98,-68.37413333,-63.46372631,0
223.09,-38.38436144,-35.7650779,0,223.09,-68.40694525,-63.73897166,0
223.2,-38.3156616,-35.83866733,0,223.2,-68.4399024,-64.01546501,0
223.32,-38.90056722,-36.53873566,0,223.32,-68.30574683,-64.15859217,0
223.43,-38.83038187,-36.61331421,0,223.43,-68.33825491,-64.43639951,0
223.54,-38.76005354,-36.68775794,0,223.54,-68.21448288,-64.56741432,0
223.65,-38.68958249,-36.76206659,0,223.65,-68.09045968,-64.69819138,0
223.77,-38.88272104,-37.10077274,0,223.77,-67.95487571,-64.84058555,0
223.88,-38.94671452,-37.30487137,0,223.88,-67.98584517,-65.11982435,0
223.99,-38.74005053,-37.24972239,0,223.99,-67.86076237,-65.25016166,0
224.1,-38.66850117,-37.32399162,0,224.1,-67.7354297,-65.38025872,0
224.22,-38.86100385,-37.66725872,0,224.22,-74.92241452,-72.62092308,0
224.33,-38.78644584,-37.73961162,0,224.33,-74.92531942,-72.90310814,0
224.44,-38.84921452,-37.94608278,0,224.44,-75.06987373,-73.32471655,0
224.55,-38.90868086,-38.15033273,0,224.55,-74.92903363,-73.46863221,0
224.67,-38.96253873,-38.36344495,0,224.67,-74.91810116,-73.76614931,0
224.78,-38.88885186,-38.43813906,0,224.78,-75.0599875,-74.1900596,0
224.89,-38.81502179,-38.51269163,0,224.89,-74.91748691,-74.3339547,0
225,-38.608005,-38.45458728,0,225,-75.86771588,-75.56623819,0
225.12,-38.79464771,-38.80260269,0,225.12,-75.70936444,-75.72488893,0
225.23,-38.72011845,-38.87697383,0,225.23,-75.84457661,-76.15182335,0
225.34,-38.51365108,-38.81836353,0,225.34,-75.69831018,-76.29722037,0
225.45,-38.57063248,-39.02528637,0,225.45,-75.55176501,-76.44233646,0
225.57,-38.61967047,-39.23885472,0,225.57,-75.53231391,-76.74331386,0
