Degree0,XCoordinate0,YCoordinate0,ZCoordinate0,Degree1,XCoordinate1,YCoordinate1,ZCoordinate1
86.06,8.942001901,128.4038185,0,86.06,11.23777854,161.3703164,0
86.18,8.673190512,128.4222557,0,86.18,10.8999523,161.3934872,0
86.29,8.426746655,128.4386622,0,86.29,10.56639826,161.0507722,0
86.4,8.180271771,128.4545957,0,86.4,10.25734046,161.0707514,0
86.51,7.933766765,128.4700562,0,86.51,9.948244885,161.0901376,0
86.63,7.65397773,128.3046503,0,86.63,9.589276334,160.7463191,0
86.74,7.386731804,127.9548209,0,86.74,9.249345567,160.2194836,0
86.85,7.151359779,128.1510491,0,86.85,8.93172458,160.0548582,0
86.96,6.90543914,128.1645358,0,86.96,8.614814311,159.8904364,0
87.08,6.627692069,127.9963816,0,87.08,8.270693992,159.7266278,0
87.19,6.382069183,128.0088637,0,87.19,7.937023177,159.197478,0
87.3,6.136422798,128.0208745,0,87.3,7.622835746,159.0311051,0
87.41,5.882350562,127.8497736,0,87.41,7.309306552,158.8639062,0
87.53,5.614705676,127.8618072,0,87.53,6.968800279,158.698149,0
87.64,5.369342888,127.8723458,0,87.64,6.641489823,158.1688674,0
87.75,5.12396033,127.8824136,0,87.75,6.308861494,157.4548558,0
87.86,4.878558905,127.8920104,0,87.86,5.99290778,157.1048007,0
87.98,4.610827803,127.9019426,0,87.98,5.650983968,156.7553286,0
88.09,4.365389848,127.9105548,0,88.09,5.33168058,156.2238987,0
88.2,4.119935819,127.918696,0,88.2,5.026107965,156.054173,0
88.31,3.863452132,127.5626921,0,88.31,4.715713237,155.7024793,0
88.43,3.591275063,127.3882625,0,88.43,4.369427253,154.9905635,0
88.54,3.34682468,127.3949192,0,88.54,4.053051876,154.2770433,0
88.65,3.097917475,127.2185897,0,88.65,3.743875662,153.7454066,0
88.76,2.853793583,127.2243001,0,88.76,3.436736552,153.2123434,0
88.88,2.587464656,127.2299953,0,88.88,3.10505079,152.6805772,0
88.99,2.343319818,127.2347261,0,88.99,2.805468687,152.3279226,0
89.1,2.099166352,127.2389884,0,89.1,2.5072556,151.9749332,0
89.21,1.852359125,127.0612796,0,89.21,2.207774115,151.4407224,0
89.33,1.586373649,127.0648788,0,89.33,1.884058475,150.9087483,0
89.44,1.342547494,127.0676889,0,89.44,1.590693363,150.5538764,0
89.55,1.098716395,127.0700312,0,89.55,1.298708922,150.1998003,0
89.66,0.852433666,126.7080898,0,89.66,1.005678754,149.4868621,0
89.78,0.587189724,126.7095966,0,89.78,0.691926394,149.3107093,0
89.89,0.344047155,126.7104901,0,89.89,0.404446655,148.9552609,0
90,0.10090332,126.710917,0,90,0.118192161,148.4216495,0
90.11,-0.14203624,126.5285732,0,90.11,-0.16601459,147.8889418,0
90.23,-0.406902215,126.5279986,0,90.23,-0.473875679,147.353686,0
90.34,-0.649694487,126.5269849,0,90.34,-0.755720528,147.1753904,0
90.45,-0.891205913,126.3442615,0,90.45,-1.033135862,146.4653519,0
90.56,-1.132016147,126.1608175,0,90.56,-1.311005457,146.1087994,0
90.68,-1.394098711,125.9764124,0,90.68,-1.612939175,145.7517242,0
90.79,-1.635830734,125.9735054,0,90.79,-1.885708479,145.2163126,0
90.9,-1.877556734,125.9701345,0,90.9,-2.159101779,144.8597193,0
91.01,-2.116213708,125.7842928,0,91.01,-2.431157832,144.5040581,0
91.13,-2.379517332,125.7795872,0,91.13,-2.717030239,143.6202786,0
91.24,-2.620869855,125.7747896,0,91.24,-2.966993167,142.3851477,0
91.35,-2.862212728,125.7695289,0,91.35,-3.216290379,141.3281836,0
91.46,-3.099080527,125.5828904,0,91.46,-3.47894486,140.9759918,0
91.58,-3.357110169,125.3949619,0,91.58,-3.759833878,140.4375199,0
91.69,-3.59772284,125.3882892,0,91.69,-4.004275449,139.5575118,0
91.8,-3.838322264,125.3811547,0,91.8,-4.234806914,138.3325694,0
91.91,-4.078907554,125.3735585,0,91.91,-4.460853886,137.1134595,0
92.03,-4.341347074,125.3647453,0,92.03,-4.73603833,136.7622144,0
92.14,-4.581899951,125.356184,0,92.14,-4.916262808,134.5040161,0
92.25,-4.822435956,125.347161,0,92.25,-5.13492738,133.469594,0
92.36,-5.062954205,125.3376765,0,92.36,-5.363259784,132.7719929,0
92.48,-5.310008516,124.9665441,0,92.48,-5.626895483,132.4242099,0
92.59,-5.549795506,124.9561247,0,92.59,-5.828113715,131.2225835,0
92.7,-5.78956206,124.9452452,0,92.7,-6.024591824,130.0174512,0
92.81,-6.029307297,124.9339057,0,92.81,-6.249733513,129.5013803,0
92.93,-6.290822205,124.9210106,0,92.93,-6.495253346,128.9805348,0
93.04,-6.530520015,124.9087092,0,93.04,-6.707475495,128.2933219,0
93.15,-6.770193779,124.8959479,0,93.15,-6.908167204,127.4412697,0
93.26,-7.009842614,124.8827267,0,93.26,-7.14328946,127.2601276,0
93.38,-7.271248239,124.8677792,0,93.38,-7.390186133,126.9102773,0
93.49,-7.500072484,124.674572,0,93.49,-7.623654883,126.7288965,0
93.6,-7.728166076,124.4806897,0,93.6,-7.846049122,126.3794795,0
93.71,-7.967016313,124.4656311,0,93.71,-8.067242298,126.0314231,0
93.83,-8.227546722,124.4486808,0,93.83,-8.331050209,126.0142595,0
93.94,-8.466334618,124.4326639,0,93.94,-8.561591661,125.8326898,0
94.05,-8.705091341,124.4161889,0,94.05,-8.756425665,125.1498769,0
94.16,-8.94381601,124.3992557,0,94.16,-8.996558105,125.1328438,0
94.28,-9.204205333,124.3802608,0,94.28,-9.246268818,124.9486822,0
94.39,-9.442860141,124.3623699,0,94.39,-9.435623282,124.2670606,0
94.5,-9.653743808,123.9877893,0,94.5,-9.674060445,124.2487259,0
94.61,-9.89164468,123.9690366,0,94.61,-9.872973029,123.7350304,0
94.73,-10.15113133,123.9480585,0,94.73,-10.10497289,123.3844514,0
94.84,-10.38895505,123.9283514,0,94.84,-10.32792905,123.200381,0
94.95,-10.62674051,123.908188,0,94.95,-10.53605774,122.8508234,0
95.06,-10.86448685,123.8875684,0,95.06,-10.7574183,122.6666674,0
95.18,-11.12380083,123.8645539,0,95.18,-10.99945747,122.4799791,0
95.29,-11.22647347,122.3715638,0,95.29,-11.18936434,121.9670644,0
95.4,-11.46127009,122.3497962,0,95.4,-11.40808114,121.7820007,0
95.51,-11.69602451,122.327578,0,95.51,-11.59502886,121.2712743,0
95.63,-11.9520711,122.3028263,0,95.63,-11.81688618,120.9195099,0
95.74,-12.16889965,122.1007148,0,95.74,-12.00029816,120.4089954,0
95.85,-12.38496994,121.8979595,0,95.85,-12.19828685,120.0605478,0
95.96,-12.61885564,121.8739697,0,95.96,-12.4286471,120.0369196,0
96.08,-12.87395065,121.8472872,0,96.08,-12.61150986,119.36338,0
96.19,-13.08844257,121.6430269,0,96.19,-12.82321398,119.1780119,0
96.3,-13.32183778,121.6176877,0,96.3,-13.0518796,119.1531862,0
96.41,-13.55518394,121.5919007,0,96.41,-13.22670052,118.6453584,0
96.53,-13.705889,120.6495556,0,96.53,-13.42016336,118.1343834,0
96.64,-13.93737672,120.6230334,0,96.64,-13.64682527,118.1084142,0
96.75,-14.16881311,120.5960671,0,96.75,-13.81697115,117.6014086,0
96.86,-14.29030954,119.6485982,0,96.86,-14.02348384,117.4145444,0
96.98,-14.54074245,119.6184217,0,96.98,-14.23058008,117.0668922,0
97.09,-14.77025,119.5902994,0,97.09,-14.39608497,116.560797,0
97.2,-14.99970316,119.5617368,0,97.2,-14.53983912,115.8961881,0
97.31,-15.22910109,119.5327339,0,97.31,-14.72193455,115.5519997,0
97.43,-15.4792894,119.5005925,0,97.43,-14.94328336,115.3626093,0
97.54,-15.70856912,119.4706694,0,97.54,-15.10239264,114.8604272,0
97.65,-15.91371611,119.2598856,0,97.65,-15.30172833,114.6735531,0
97.76,-16.14253315,119.2291294,0,97.76,-15.47916474,114.3294747,0
97.88,-16.39208391,119.1950765,0,97.88,-15.69689455,114.1400054,0
97.99,-16.59559305,118.9828543,0,97.99,-15.85030713,113.6394933,0
98.1,-16.82387723,118.9507902,0,98.1,-16.04625314,113.4527116,0
98.21,-17.05209947,118.9182881,0,98.21,-16.24150992,113.2653817,0
98.33,-17.2747046,118.7016621,0,98.33,-16.47857636,113.2311347,0
98.44,-17.50244795,118.6682953,0,98.44,-16.60397018,112.5765288,0
98.55,-17.73012686,118.6344916,0,98.55,-16.81996132,112.5444604,0
98.66,-17.95774049,118.6002511,0,98.66,-16.94200515,111.8919201,0
98.78,-18.20597082,118.5623997,0,98.78,-17.17619495,111.8562098,0
98.89,-18.43344523,118.5272462,0,98.89,-17.29480369,111.2057692,0
99,-18.66085177,118.4916563,0,99,-17.48384065,111.0179354,0
99.11,-18.85961615,118.2764342,0,99.11,-17.64796691,110.6776819,0
99.23,-19.10716665,118.2366956,0,99.23,-17.85504243,110.4884494,0
99.34,-19.30467777,118.0204619,0,99.34,-17.99174765,109.9937741,0
99.45,-19.53111025,117.9832011,0,99.45,-18.20278023,109.9590475,0
99.56,-19.7574708,117.9455058,0,99.56,-18.31167763,109.3146032,0
99.68,-20.00432659,117.9038885,0,99.68,-18.48883315,108.9716923,0
99.79,-20.23053409,117.8652853,0,99.79,-18.69790355,108.9360136,0
99.9,-20.45666709,117.8262482,0,99.9,-18.82819896,108.4466025,0
100.01,-20.65124612,117.6075084,0,100.01,-18.95687717,107.958187,0
100.13,-20.89739241,117.5640208,0,100.13,-19.15606518,107.7677062,0
100.24,-21.12294609,117.5237046,0,100.24,-19.30887722,107.4306005,0
100.35,-21.348422,117.4829557,0,100.35,-19.48780708,107.2437661,0
100.46,-21.57381929,117.4417742,0,100.46,-19.66605274,107.0564323,0
100.58,-21.81961662,117.3963557,0,100.58,-19.86225472,106.865137,0
100.69,-22.04484688,117.3542702,0,100.69,-20.06728035,106.8268268,0
100.8,-22.20247028,116.9560472,0,100.8,-20.18754945,106.3420402,0
100.91,-22.42685492,116.9132278,0,100.91,-20.36297805,106.1540506,0
101.03,-22.63698905,116.6879031,0,101.03,-20.52780668,105.8156061,0
101.14,-22.86085836,116.6442504,0,101.14,-20.73081715,105.7760207,0
101.25,-23.08464349,116.6001682,0,101.25,-20.90475248,105.5895733,0
101.36,-23.30834362,116.5556567,0,101.36,-21.04834221,105.2542982,0
101.48,-23.55228222,116.5066093,0,101.48,-21.20885712,104.9143351,0
101.59,-23.66574285,115.9220972,0,101.59,-21.38005979,104.7261176,0
101.7,-23.88814077,115.8764719,0,101.7,-21.49058996,104.2464446,0
101.81,-24.11045072,115.8304199,0,101.81,-21.66009246,104.0585111,0
101.93,-24.3528694,115.7796949,0,101.93,-21.87787399,104.0129413,0
102.04,-24.5749928,115.7327513,0,102.04,-21.98489228,103.5350078,0
102.15,-24.60481446,114.7886599,0,102.15,-22.15231422,103.3470285,0
102.26,-24.82503571,114.7412347,0,102.26,-22.35058478,103.3043305,0
102.38,-25.0651728,114.6890162,0,102.38,-22.53528476,103.1131786,0
102.49,-25.28520199,114.6407078,0,102.49,-22.66941662,102.780985,0
102.6,-25.46547282,114.4137653,0,102.6,-18.48431971,83.04815827,0
102.71,-25.64490352,114.1862758,0,102.71,-18.48370403,82.30038083,0
102.83,-25.8838771,114.1323424,0,102.83,-18.65594553,82.26150799,0
102.94,-26.10283659,114.082464,0,102.94,-18.73249627,81.87038689,0
103.05,-26.32169998,114.0321655,0,103.05,-18.84867846,81.65717352,0
103.16,-26.49893267,113.8030751,0,103.16,-18.9226189,81.26562103,0
103.28,-26.7371022,113.7473547,0,103.28,-19.05128468,81.04966719,0
103.39,-26.95532138,113.6958398,0,103.39,-19.08098689,80.48239521,0
103.5,-27.1734413,113.6439062,0,103.5,-19.23538844,80.44563277,0
103.61,-27.39146117,113.5915542,0,103.61,-19.38971916,80.40857411,0
103.73,-27.62918597,113.5339659,0,103.73,-19.47252631,80.01658611,0
103.84,-27.84699403,113.4807396,0,103.84,-19.58281819,79.80296506,0
103.95,-28.06469956,113.4270954,0,103.95,-19.64900885,79.41399825,0
104.06,-28.28230175,113.3730336,0,104.06,-19.75767072,79.20101713,0
104.18,-28.47514481,113.1370826,0,104.18,-19.87926879,78.9840575,0
104.29,-28.69218974,113.0822337,0,104.29,-19.7566536,77.86531944,0
104.4,-28.90912903,113.0269684,0,104.4,-19.81585994,77.47471649,0
104.51,-29.12596187,112.971287,0,104.51,-19.96448874,77.43654944,0
104.63,-29.36238444,112.9100691,0,104.63,-20.03454084,77.04079335,0
104.74,-29.57899212,112.8535181,0,104.74,-20.04357714,76.47279483,0
104.85,-29.74893613,112.6203096,0,104.85,-20.14365561,76.25767593,0
104.96,-29.96498709,112.5630174,0,104.96,-20.2428735,76.04204586,0
105.08,-30.15321758,112.3237143,0,105.08,-20.40201039,75.9995042,0
105.19,-30.36869866,112.2656469,0,105.19,-20.50046624,75.78520667,0
105.3,-30.58406792,112.2071661,0,105.3,-20.55016631,75.39467707,0
105.41,-30.79932457,112.1482721,0,105.41,-20.64645428,75.17905687,0
105.53,-31.03402063,112.0835532,0,105.53,-20.80378376,75.13567227,0
105.64,-31.19990627,111.8476606,0,105.64,-20.94792238,75.09561382,0
105.75,-31.41447193,111.7875856,0,105.75,-20.99401454,74.70665758,0
105.86,-31.62892192,111.7270989,0,105.86,-21.03822902,74.31616863,0
105.98,-31.86273451,111.6606443,0,105.98,-21.19375132,74.27196581,0
106.09,-32.07694008,111.5992977,0,106.09,-21.28639927,74.05778739,0
106.2,-32.29102755,111.5375402,0,106.2,-21.27726344,73.49452175,0
106.31,-32.50499611,111.475372,0,106.31,-21.418252,73.45355776,0
106.43,-32.73827983,111.407084,0,106.43,-21.41942665,72.88946994,0
106.54,-32.95199725,111.3440578,0,106.54,-21.55925392,72.84823427,0
106.65,-33.16559332,111.2806216,0,106.65,-21.69900181,72.80673037,0
106.76,-33.37906728,111.2167757,0,106.76,-21.78658082,72.59140144,0
106.88,-33.5061113,110.7971442,0,106.88,-21.88655115,72.37388257,0
106.99,-33.71865689,110.7326458,0,106.99,-21.97299457,72.15968988,0
107.1,-33.87764435,110.4934623,0,107.1,-22.05857072,71.94502154,0
107.21,-34.08960653,110.4282515,0,107.21,-21.98455534,71.21572387,0
107.33,-34.32069481,110.3566487,0,107.33,-22.08006264,70.99744714,0
107.44,-34.53239364,110.2905879,0,107.44,-22.21625812,70.95494727,0
107.55,-34.74396532,110.2241211,0,107.55,-22.35237179,70.91218613,0
107.66,-34.95540906,110.1572484,0,107.66,-22.03361612,69.43596398,0
107.78,-35.18592815,110.0838338,0,107.78,-22.12347515,69.2162205,0
107.89,-35.28517576,109.6682408,0,107.89,-22.14427515,68.82560869,0
108,-35.49555183,109.6003306,0,108,-22.27630299,68.7829896,0
108.11,-35.70579721,109.5320168,0,108.11,-22.35209353,68.56785385,0
108.23,-35.93500583,109.4570328,0,108.23,-22.38212018,68.17531833,0
108.34,-36.14497543,109.387876,0,108.34,-22.45562096,67.95889753,0
108.45,-36.35481194,109.3183165,0,108.45,-22.58598511,67.9156826,0
108.56,-36.56451458,109.2483544,0,108.56,-22.65891525,67.70086331,0
108.68,-36.79312752,109.1715734,0,108.68,-22.74273011,67.48161399,0
108.79,-37.00254777,109.1007705,0,108.79,-22.81384431,67.26585445,0
108.9,-37.21183178,109.0295659,0,108.9,-22.94287793,67.2219534,0
109.01,-37.42097876,108.9579599,0,109.01,-23.01344675,67.00781996,0
109.13,-37.64898193,108.8793866,0,109.13,-23.09400979,66.78697512,0
109.24,-37.85783994,108.806942,0,109.24,-22.91904837,65.87146996,0
109.35,-38.06655854,108.7340967,0,109.35,-22.98492199,65.65460147,0
109.46,-38.27513698,108.6608511,0,109.46,-23.11086348,65.61037511,0
109.58,-38.50251633,108.5804904,0,109.58,-23.18762174,65.39113751,0
109.69,-38.71079922,108.5064085,0,109.69,-23.19085238,65.00398218,0
109.8,-38.91893956,108.4319271,0,109.8,-23.25387061,64.78753096,0
109.91,-39.1269366,108.3570464,0,109.91,-23.37814779,64.74279012,0
110.03,-39.35367812,108.2749033,0,110.03,-23.51362471,64.69371005,0
110.14,-39.56137305,108.1991887,0,110.14,-23.63772139,64.64847094,0
110.25,-39.76892231,108.1230756,0,110.25,-23.63686469,64.2635093,0
110.36,-39.97632514,108.0465645,0,110.36,-23.6339515,63.87698858,0
110.48,-40.13850101,107.7910049,0,110.48,-23.76761544,63.82737492,0
110.59,-40.34526595,107.7137852,0,110.59,-23.89004925,63.78165003,0
110.7,-40.55188233,107.6361688,0,110.7,-23.88523694,63.39817655,0
110.81,-40.75834939,107.5581562,0,110.81,-23.87835732,63.01315248,0
110.93,-40.983415,107.4725997,0,110.93,-24.01021243,62.96302909,0
111.04,-41.1895674,107.3937593,0,111.04,-24.13098721,62.91684027,0
111.15,-41.39556813,107.3145234,0,111.15,-24.1870524,62.70289597,0
111.26,-41.60141644,107.2348924,0,111.26,-24.30732769,62.65636829,0
111.38,-41.8258035,107.1475719,0,111.38,-24.438435,62.60534771,0
111.49,-42.03133065,107.0671156,0,111.49,-24.55852264,62.55833783,0
111.6,-42.23670304,106.9862651,0,111.6,-24.54612095,62.17572902,0
111.71,-42.44191991,106.9050206,0,111.71,-24.59859308,61.96027667,0
111.83,-42.6656146,106.8159414,0,111.83,-24.7282426,61.9086479,0
111.94,-42.87050385,106.7338742,0,111.94,-24.84699282,61.8610832,0
112.05,-43.07523524,106.651414,0,112.05,-24.89861821,61.64732066,0
112.16,-43.27980802,106.5685611,0,112.16,-24.88161636,61.26640053,0
112.28,-43.50279655,106.4777286,0,112.28,-24.5134806,59.99935502,0
112.39,-43.70703527,106.3940556,0,112.39,-24.62856749,59.95220594,0
112.5,-43.91111304,106.3099908,0,112.5,-24.7435637,59.9048361,0
112.61,-44.11502914,106.2255346,0,112.61,-24.78884056,59.68958634,0
112.73,-44.33729777,106.1329545,0,112.73,-24.70260976,59.1321774,0
112.84,-44.54087336,106.0476808,0,112.84,-24.81603229,59.084667,0
112.95,-44.74428495,105.9620166,0,112.95,-24.92936344,59.03693904,0
113.06,-44.94753179,105.8759623,0,113.06,-25.0426028,58.9889937,0
113.18,-45.16906683,105.7816402,0,113.18,-25.09495023,58.76997651,0
113.29,-45.37196676,105.6947711,0,113.29,-25.06323105,58.38522458,0
113.4,-45.57469962,105.6075128,0,113.4,-25.1752196,58.33702356,0
113.51,-45.77726467,105.5198656,0,113.51,-25.28711545,58.28860774,0
113.63,-45.99805246,105.4238074,0,113.63,-25.33606647,58.06821049,0
113.74,-46.20026423,105.3353482,0,113.74,-25.4474462,58.01948651,0
113.85,-46.40230587,105.2465012,0,113.85,-25.48593108,57.80542636,0
113.96,-46.60417666,105.1572666,0,113.96,-25.59680628,57.7564153,0
114.08,-46.8242036,105.0594782,0,114.08,-25.64398001,57.53740484,0
114.19,-47.02571474,104.9694344,0,114.19,-25.75434062,57.48809099,0
114.3,-47.22705272,104.8790041,0,114.3,-25.79008493,57.27307267,0
114.41,-47.4282168,104.7881876,0,114.41,-25.89993805,57.22347895,0
114.53,-47.64746933,104.688675,0,114.53,-25.94536863,57.00588724,0
114.64,-47.84826742,104.5970521,0,114.64,-26.05470876,56.95599604,0
114.75,-48.04888933,104.5050441,0,114.75,-26.08881141,56.74246428,0
114.86,-48.24933431,104.4126512,0,114.86,-26.1976458,56.69229831,0
114.98,-48.46779892,104.3114206,0,114.98,-26.24024859,56.47373449,0
115.09,-48.66787159,104.2182243,0,115.09,-26.2731516,56.26178251,0
115.2,-48.86776506,104.1246442,0,115.2,-26.38106328,56.2112637,0
115.31,-49.06747859,104.0306808,0,115.31,-26.48887781,56.16053792,0
115.43,-49.28514181,103.9277383,0,115.43,-26.60638241,56.10496486,0
115.54,-49.48447674,103.8329743,0,115.54,-26.63709098,55.89244479,0
115.65,-49.68362945,103.737828,0,115.65,-26.74429326,55.8412283,0
115.76,-49.88259922,103.6422997,0,115.76,-26.77365233,55.62827405,0
115.88,-50.09944765,103.5376518,0,115.88,-26.89004211,55.57210603,0
115.99,-50.29803254,103.441326,0,115.99,-26.91919269,55.36115123,0
116.1,-50.49643223,103.3446193,0,116.1,-27.02537496,55.30939439,0
116.21,-50.69464598,103.247532,0,116.21,-27.13145772,55.25743391,0
116.33,-50.91066625,103.1411851,0,116.33,-27.16846457,55.04126815,0
116.44,-51.10848888,103.0433033,0,116.44,-27.1948923,54.82947351,0
116.55,-51.30612331,102.9450422,0,116.55,-27.30005384,54.77718863,0
116.66,-51.50356883,102.846402,0,116.66,-27.40511485,54.72470204,0
116.78,-51.71874763,102.7383626,0,116.78,-27.51961177,54.66721414,0
116.89,-51.91579579,102.638931,0,116.89,-27.54506905,54.45734573,0
117,-52.11265279,102.5391214,0,117,-27.56959217,54.24712823,0
117.11,-52.30931791,102.4389343,0,117.11,-27.67363556,54.1941254,0
117.23,-52.52364198,102.3292091,0,117.23,-27.70623298,53.97868086,0
117.34,-52.71990354,102.2282337,0,117.34,-27.29893377,52.93488026,0
117.45,-52.91597098,102.1268819,0,117.45,-26.79448651,51.71288195,0
117.56,-53.11184358,102.0251541,0,117.56,-26.89366839,51.66137113,0
117.68,-53.32529971,101.9137499,0,117.68,-26.91737836,51.44370459,0
117.79,-53.52076258,101.811237,0,117.79,-27.0160435,51.39195845,0
117.9,-53.71602837,101.7083492,0,117.9,-27.02934816,51.17858606,0
118.01,-53.91109638,101.6050869,0,118.01,-27.12750436,51.12662556,0
118.13,-54.12367142,101.4920105,0,118.13,-27.23446991,51.06972667,0
118.24,-54.31832355,101.3879664,0,118.24,-27.33241684,51.01737276,0
118.35,-54.51277567,101.283549,0,118.35,-27.34483275,50.8061032,0
118.46,-54.70702706,101.1787586,0,118.46,-27.44227361,50.753538,0
118.58,-54.91870791,101.0640169,0,118.58,-27.4621212,50.53710089,0
118.69,-55.1125373,100.958448,0,118.69,-27.29607099,50.00257835,0
118.8,-55.30616376,100.8525074,0,118.8,-27.39197007,49.9501082,0
118.91,-55.49958658,100.7461954,0,118.91,-27.48776828,49.89745412,0
119.03,-55.71036019,100.6297956,0,119.03,-27.59215999,49.83980378,0
119.14,-55.9033549,100.5227084,0,119.14,-27.68774617,49.78676576,0
119.25,-56.09614377,100.4152511,0,119.25,-27.51439921,49.25232146,0
119.36,-56.28872608,100.307424,0,119.36,-27.519803,49.04073588,0
119.48,-56.49857948,100.1893733,0,119.48,-27.62240124,48.98302036,0
119.59,-56.69072761,100.0807744,0,119.59,-27.62636087,48.77107256,0
119.7,-56.88266701,99.97180699,0,119.7,-27.71989622,48.71797088,0
119.81,-57.07439696,99.86247149,0,119.81,-27.8133295,48.66468982,0
119.93,-57.37453129,99.90160072,0,119.93,-27.91513991,48.60636067,0
120.04,-57.56612561,99.79132151,0,120.04,-27.91832452,48.39663028,0
120.15,-57.75750797,99.68067485,0,120.15,-27.91901467,48.18397333,0
120.26,-57.94867766,99.56966116,0,120.26,-28.01142291,48.13031117,0
120.38,-58.15698303,99.44813719,0,120.38,-28.02055962,47.91501058,0
120.49,-58.34770577,99.33635738,0,120.49,-28.02029557,47.70425945,0
120.6,-58.53821366,99.2242118,0,120.6,-28.1117831,47.65040382,0
120.71,-58.72850601,99.11170087,0,120.71,-28.20316711,47.59637274,0
120.83,-58.93585101,98.98854546,0,120.83,-28.30274032,47.53722987,0
120.94,-59.12569041,98.87527194,0,120.94,-28.39390682,47.48283257,0
121.05,-59.3153121,98.76163434,0,121.05,-28.48496877,47.42826043,0
121.16,-59.50471538,98.64763309,0,121.16,-28.57592583,47.37351366,0
121.28,-59.71108723,98.52285384,0,121.28,-28.6750317,47.31359097,0
121.39,-59.90003159,98.40809358,0,121.39,-28.6724199,47.10512007,0
121.5,-60.18413294,98.44898921,0,121.5,-28.66880809,46.89633364,0
121.61,-60.37293469,98.33332136,0,121.61,-28.66419107,46.68723041,0
121.73,-60.57864668,98.20672533,0,121.73,-28.76186013,46.62712446,0
121.84,-60.76698283,98.0903009,0,121.84,-28.8512794,46.57184783,0
121.95,-60.95509523,97.9735153,0,121.95,-28.94059243,46.51639972,0
122.06,-61.14298318,97.85636894,0,122.06,-29.02979889,46.46078034,0
122.18,-61.34769506,97.72816198,0,122.18,-29.12699312,46.39990954,0
122.29,-61.63247571,97.76470702,0,122.29,-29.12091131,46.19313648,0
122.4,-61.81996173,97.64626123,0,122.4,-29.20949714,46.13717168,0
122.51,-62.00722013,97.52745589,0,122.51,-29.20201974,45.93011405,0
122.63,-62.21124159,97.39744052,0,122.63,-29.20151395,45.71766525,0
122.74,-62.39802181,97.27788482,0,122.74,-29.28918726,45.66154666,0
122.85,-62.58457227,97.15797092,0,122.85,-29.37675271,45.60525993,0
122.96,-62.77089228,97.03769928,0,122.96,-29.46421,45.54880528,0
123.08,-62.97388685,96.90608636,0,123.08,-29.55949421,45.48702711,0
123.19,-63.26012922,96.93892949,0,123.19,-29.55002205,45.28203688,0
123.3,-63.44602767,96.81736194,0,123.3,-29.63685879,45.22525033,0
123.41,-63.63169251,96.69543789,0,123.41,-29.62599682,45.01999903,0
123.53,-63.83396873,96.56202378,0,123.53,-29.62195034,44.80930028,0
123.64,-64.01914288,96.43935579,0,123.64,-29.70787982,44.75237659,0
123.75,-64.30582447,96.4689636,0,123.75,-29.79369991,44.69528811,0
123.86,-64.49081919,96.34539034,0,123.86,-29.87941029,44.63803506,0
123.98,-64.69236076,96.21017856,0,123.98,-29.97278705,44.57538974,0
124.09,-64.87685819,96.08586406,0,124.09,-30.05826703,44.51779326,0
124.2,-65.16389228,96.11278345,0,124.2,-30.14363634,44.46003286,0
124.31,-65.34820195,95.98756431,0,124.31,-30.22889465,44.40210875,0
124.43,-65.54899259,95.85055853,0,124.43,-30.32177677,44.33873236,0
124.54,-65.93884509,96.02466024,0,124.54,-30.40680199,44.28046664,0
124.65,-66.12298423,95.89795422,0,124.65,-30.29203394,43.93244071,0
124.76,-66.3068799,95.77089508,0,124.76,-30.27566465,43.72890878,0
124.88,-66.50721488,95.63188294,0,124.88,-30.36713743,43.66543596,0
124.99,-66.69059928,95.504087,0,124.99,-30.45087059,43.60708444,0
125.1,-67.08205525,95.67304321,0,125.1,-30.53449163,43.54857236,0
125.21,-67.26551758,95.54414414,0,125.21,-30.61800023,43.48989992,0
125.33,-67.46537579,95.40312575,0,125.33,-30.70897194,43.425711,0
125.44,-67.64831947,95.27349163,0,125.44,-30.79224447,43.36670398,0
125.55,-67.83101406,95.14350669,0,125.55,-30.87540361,43.30753728,0
125.66,-68.01345888,95.01317143,0,125.66,-30.95844907,43.24821112,0
125.78,-68.21220395,94.87058851,0,125.78,-31.04891409,43.18331005,0
125.89,-68.39412438,94.73952229,0,125.89,-31.13172085,43.12365117,0
126,-68.68327696,94.75639362,0,126,-31.21441298,43.0638335,0
126.11,-68.86497739,94.62442367,0,126.11,-31.1944843,42.86300832,0
126.23,-69.06290682,94.4800591,0,126.23,-31.28414245,42.797614,0
126.34,-69.35226859,94.4947768,0,126.34,-31.2627987,42.59660492,0
126.45,-69.53346577,94.36152361,0,126.45,-31.240455,42.3953689,0
126.56,-69.71440692,94.22792297,0,126.56,-31.32174944,42.33534393,0
126.68,-69.91150448,94.08178113,0,126.68,-31.41030274,42.26968435,0
126.79,-70.09190815,93.94745559,0,126.79,-31.49135569,42.20933369,0
126.9,-70.38151016,93.95890783,0,126.9,-31.57229268,42.1488276,0
127.01,-70.56167717,93.82368064,0,127.01,-31.65311342,42.08816632,0
127.13,-70.75792667,93.67576606,0,127.13,-31.74114856,42.02181363,0
127.24,-70.93754967,93.53981708,0,127.24,-31.82172527,41.96082857,0
127.35,-71.11691148,93.40352368,0,127.35,-31.9021848,41.899689,0
127.46,-71.29601142,93.26688635,0,127.46,-31.98252687,41.83839515,0
127.58,-71.49109375,93.11743579,0,127.58,-32.17682502,41.91044339,0
